,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
17,0.35,0.38,0.38,0.16,0.48,0.4,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'lemma')",personality_a_majority
55,0.35,0.39,0.39,0.19,0.5,0.34,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",personality_a_majority
50,0.35,0.4,0.4,0.16,0.52,0.36,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu', 'lemma')",personality_a_majority
53,0.34,0.39,0.39,0.13,0.5,0.39,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu', 'lemma')",personality_a_majority
9,0.34,0.35,0.35,0.28,0.42,0.32,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'adu')",personality_a_majority
48,0.34,0.39,0.39,0.14,0.5,0.38,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",personality_a_majority
36,0.34,0.39,0.39,0.17,0.52,0.33,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'adu', 'lemma')",personality_a_majority
43,0.34,0.37,0.37,0.21,0.42,0.39,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'lemma')",personality_a_majority
52,0.34,0.39,0.39,0.13,0.48,0.42,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",personality_a_majority
28,0.33,0.35,0.35,0.27,0.42,0.29,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu')",personality_a_majority
32,0.33,0.36,0.36,0.24,0.49,0.25,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu')",personality_a_majority
34,0.33,0.36,0.36,0.19,0.44,0.36,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu')",personality_a_majority
51,0.33,0.36,0.36,0.23,0.48,0.28,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",personality_a_majority
47,0.32,0.34,0.34,0.2,0.43,0.33,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",personality_a_majority
0,0.32,0.33,0.33,0.26,0.41,0.28,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc',)",personality_a_majority
20,0.32,0.37,0.37,0.16,0.49,0.3,"{'C': 100, 'class_weight': 'balanced'}","('adu', 'lemma')",personality_a_majority
1,0.32,0.36,0.36,0.14,0.48,0.33,"{'C': 1, 'class_weight': 'balanced'}","('nrc',)",personality_a_majority
41,0.32,0.34,0.34,0.24,0.41,0.29,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg')",personality_a_majority
31,0.32,0.35,0.35,0.2,0.47,0.28,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg')",personality_a_majority
26,0.31,0.34,0.34,0.2,0.41,0.33,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu')",personality_a_majority
8,0.3,0.32,0.32,0.24,0.4,0.27,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg')",personality_a_majority
11,0.3,0.34,0.34,0.18,0.46,0.26,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg')",personality_a_majority
42,0.29,0.3,0.3,0.17,0.33,0.36,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu')",personality_a_majority
6,0.29,0.3,0.3,0.22,0.37,0.29,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc')",personality_a_majority
23,0.29,0.31,0.31,0.14,0.35,0.37,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu')",personality_a_majority
7,0.29,0.31,0.31,0.2,0.41,0.25,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg')",personality_a_majority
44,0.29,0.31,0.31,0.15,0.36,0.37,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu')",personality_a_majority
12,0.29,0.32,0.32,0.13,0.43,0.3,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg')",personality_a_majority
56,0.28,0.3,0.3,0.19,0.32,0.33,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",personality_a_majority
37,0.28,0.31,0.31,0.13,0.43,0.27,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu')",personality_a_majority
22,0.28,0.3,0.3,0.2,0.36,0.29,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg')",personality_a_majority
25,0.28,0.31,0.31,0.18,0.39,0.28,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg')",personality_a_majority
16,0.27,0.3,0.3,0.16,0.4,0.26,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg', 'adu')",personality_a_majority
2,0.27,0.28,0.28,0.24,0.3,0.27,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg',)",personality_a_majority
15,0.27,0.28,0.28,0.23,0.3,0.29,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg')",personality_a_majority
21,0.26,0.28,0.28,0.12,0.34,0.32,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg')",personality_a_majority
