,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
19,0.33,0.48,0.48,0.11,0.25,0.63,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_subjobg', 'lemma')",personality_b_majority
22,0.33,0.43,0.43,0.16,0.28,0.56,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg')",personality_b_majority
44,0.33,0.41,0.41,0.15,0.29,0.54,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu')",personality_b_majority
55,0.33,0.47,0.47,0.13,0.26,0.61,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",personality_b_majority
10,0.33,0.44,0.44,0.14,0.27,0.58,"{'C': 0.01, 'class_weight': 'balanced'}","('liwc', 'lemma')",personality_b_majority
7,0.33,0.43,0.43,0.15,0.27,0.57,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg')",personality_b_majority
40,0.33,0.47,0.47,0.11,0.24,0.62,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu', 'lemma')",personality_b_majority
61,0.32,0.47,0.47,0.11,0.23,0.62,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",personality_b_majority
47,0.32,0.4,0.4,0.14,0.28,0.52,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",personality_b_majority
0,0.32,0.43,0.43,0.13,0.26,0.57,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc',)",personality_b_majority
25,0.32,0.42,0.42,0.14,0.25,0.56,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg')",personality_b_majority
33,0.32,0.41,0.41,0.19,0.22,0.54,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'lemma')",personality_b_majority
5,0.32,0.48,0.48,0.08,0.24,0.64,"{'C': 10, 'class_weight': 'balanced'}","('lemma',)",personality_b_majority
20,0.32,0.47,0.47,0.12,0.24,0.62,"{'C': 10, 'class_weight': 'balanced'}","('adu', 'lemma')",personality_b_majority
36,0.31,0.48,0.48,0.08,0.22,0.63,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'adu', 'lemma')",personality_b_majority
54,0.31,0.47,0.47,0.08,0.22,0.63,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu', 'lemma')",personality_b_majority
1,0.31,0.37,0.37,0.13,0.33,0.48,"{'C': 100, 'class_weight': 'balanced'}","('nrc',)",personality_b_majority
26,0.31,0.4,0.4,0.14,0.26,0.54,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu')",personality_b_majority
35,0.31,0.49,0.49,0.04,0.22,0.65,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'lemma')",personality_b_majority
23,0.31,0.4,0.4,0.16,0.23,0.54,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu')",personality_b_majority
8,0.31,0.42,0.42,0.12,0.23,0.57,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg')",personality_b_majority
9,0.3,0.41,0.41,0.1,0.26,0.55,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'adu')",personality_b_majority
53,0.3,0.4,0.4,0.19,0.16,0.55,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu', 'lemma')",personality_b_majority
51,0.3,0.36,0.36,0.18,0.23,0.48,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",personality_b_majority
52,0.29,0.4,0.4,0.17,0.18,0.54,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",personality_b_majority
3,0.29,0.39,0.39,0.16,0.17,0.54,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_subjobg',)",personality_b_majority
2,0.29,0.35,0.35,0.19,0.19,0.48,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg',)",personality_b_majority
15,0.29,0.39,0.39,0.2,0.12,0.55,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg')",personality_b_majority
31,0.29,0.36,0.36,0.18,0.17,0.5,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg')",personality_b_majority
14,0.29,0.37,0.37,0.16,0.2,0.5,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'lemma')",personality_b_majority
32,0.29,0.34,0.34,0.17,0.23,0.46,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu')",personality_b_majority
37,0.29,0.42,0.42,0.24,0.05,0.59,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu')",personality_b_majority
28,0.28,0.38,0.38,0.09,0.22,0.52,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu')",personality_b_majority
12,0.27,0.33,0.33,0.12,0.24,0.46,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg')",personality_b_majority
16,0.27,0.36,0.36,0.19,0.1,0.52,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'adu')",personality_b_majority
34,0.27,0.33,0.33,0.12,0.24,0.45,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu')",personality_b_majority
13,0.26,0.32,0.32,0.11,0.21,0.45,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'adu')",personality_b_majority
18,0.26,0.35,0.35,0.12,0.14,0.51,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu')",personality_b_majority
4,0.26,0.38,0.38,0.14,0.08,0.56,"{'C': 1, 'class_weight': 'balanced'}","('adu',)",personality_b_majority
