,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
59,0.33,0.48,0.48,0.11,0.26,0.63,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu', 'lemma')",personality_b_majority
38,0.33,0.55,0.55,0.05,0.26,0.7,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'lemma')",personality_b_majority
35,0.33,0.5,0.5,0.12,0.23,0.66,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'lemma')",personality_b_majority
47,0.33,0.41,0.41,0.17,0.3,0.53,"{'C': 0.01, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",personality_b_majority
5,0.33,0.5,0.5,0.12,0.23,0.65,"{'C': 0.1, 'class_weight': 'balanced'}","('lemma',)",personality_b_majority
56,0.33,0.41,0.41,0.14,0.3,0.53,"{'C': 0.01, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",personality_b_majority
10,0.33,0.5,0.5,0.08,0.28,0.64,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'lemma')",personality_b_majority
24,0.33,0.51,0.51,0.08,0.26,0.65,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'lemma')",personality_b_majority
23,0.33,0.41,0.41,0.15,0.29,0.54,"{'C': 0.01, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu')",personality_b_majority
45,0.33,0.48,0.48,0.08,0.27,0.63,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'lemma')",personality_b_majority
25,0.32,0.41,0.41,0.15,0.26,0.54,"{'C': 0.01, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg')",personality_b_majority
57,0.32,0.47,0.47,0.14,0.19,0.63,"{'C': 0.01, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",personality_b_majority
40,0.32,0.48,0.48,0.08,0.25,0.64,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu', 'lemma')",personality_b_majority
19,0.32,0.48,0.48,0.09,0.24,0.63,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_subjobg', 'lemma')",personality_b_majority
36,0.32,0.47,0.47,0.12,0.19,0.63,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'adu', 'lemma')",personality_b_majority
50,0.32,0.49,0.49,0.07,0.25,0.64,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu', 'lemma')",personality_b_majority
0,0.32,0.42,0.42,0.16,0.26,0.55,"{'C': 0.01, 'class_weight': 'balanced'}","('liwc',)",personality_b_majority
9,0.31,0.4,0.4,0.15,0.26,0.53,"{'C': 0.01, 'class_weight': 'balanced'}","('liwc', 'adu')",personality_b_majority
1,0.31,0.37,0.37,0.13,0.33,0.48,"{'C': 100, 'class_weight': 'balanced'}","('nrc',)",personality_b_majority
30,0.31,0.47,0.47,0.07,0.24,0.62,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'adu', 'lemma')",personality_b_majority
11,0.31,0.36,0.36,0.16,0.3,0.47,"{'C': 0.01, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg')",personality_b_majority
28,0.31,0.39,0.39,0.17,0.25,0.52,"{'C': 0.01, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu')",personality_b_majority
54,0.31,0.46,0.46,0.12,0.19,0.62,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu', 'lemma')",personality_b_majority
8,0.31,0.39,0.39,0.15,0.25,0.52,"{'C': 0.01, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg')",personality_b_majority
43,0.31,0.47,0.47,0.14,0.16,0.63,"{'C': 0.01, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'lemma')",personality_b_majority
53,0.3,0.43,0.43,0.15,0.18,0.58,"{'C': 0.01, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu', 'lemma')",personality_b_majority
62,0.3,0.47,0.47,0.11,0.16,0.63,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",personality_b_majority
15,0.3,0.41,0.41,0.22,0.1,0.57,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg')",personality_b_majority
2,0.3,0.34,0.34,0.22,0.22,0.45,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg',)",personality_b_majority
20,0.3,0.47,0.47,0.04,0.25,0.62,"{'C': 1, 'class_weight': 'balanced'}","('adu', 'lemma')",personality_b_majority
37,0.29,0.42,0.42,0.22,0.05,0.61,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu')",personality_b_majority
3,0.29,0.39,0.39,0.16,0.17,0.54,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_subjobg',)",personality_b_majority
16,0.29,0.39,0.39,0.2,0.14,0.54,"{'C': 0.01, 'class_weight': 'balanced'}","('mpqa_arg', 'adu')",personality_b_majority
33,0.29,0.41,0.41,0.12,0.2,0.56,"{'C': 0.01, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'lemma')",personality_b_majority
51,0.28,0.35,0.35,0.17,0.18,0.48,"{'C': 0.01, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",personality_b_majority
32,0.28,0.35,0.35,0.18,0.18,0.49,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu')",personality_b_majority
61,0.28,0.41,0.41,0.09,0.18,0.57,"{'C': 0.01, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",personality_b_majority
31,0.28,0.35,0.35,0.15,0.21,0.49,"{'C': 0.01, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg')",personality_b_majority
52,0.27,0.4,0.4,0.09,0.18,0.56,"{'C': 0.01, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",personality_b_majority
12,0.27,0.33,0.33,0.12,0.24,0.45,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg')",personality_b_majority
18,0.26,0.35,0.35,0.12,0.15,0.5,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu')",personality_b_majority
34,0.26,0.32,0.32,0.12,0.24,0.43,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu')",personality_b_majority
13,0.26,0.32,0.32,0.11,0.21,0.45,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'adu')",personality_b_majority
4,0.24,0.34,0.34,0.14,0.09,0.5,"{'C': 0.1, 'class_weight': 'balanced'}","('adu',)",personality_b_majority
