sep=;
feature;is_normal (shapiro);is_homogeneous (levene);p_value;is_significant;effect;result;('challenging', 'reinforcing');('challenging', 'reinforcing');('challenging', 'no_effect');('challenging', 'no_effect');('reinforcing', 'no_effect');('reinforcing', 'no_effect')
liwc_scores_categories_netspeak;False;False;0.7016969559999251;False;;;False;;False;;False;
liwc_scores_categories_nonflu;False;False;0.489138769871037;False;;;False;;False;;False;
liwc_scores_categories_number;False;False;0.30397398421870764;False;;;False;;False;;False;
liwc_scores_categories_percept;False;False;0.0037110717166459507;True;;;True;0.2;False;;True;-0.19
liwc_scores_categories_posemo;False;False;0.33257340014720055;False;;;False;;False;;False;
liwc_scores_categories_power;False;False;0.01628229582119507;True;;;False;;False;;True;0.21
liwc_scores_categories_ppron;False;False;0.2275581548847987;False;;;False;;False;;False;
liwc_scores_categories_prep;True;True;0.9419937582765108;False;;F(2,218)= 0.06, p = 0.9419938, ω2 = -0.01;False;;False;;False;
liwc_scores_categories_pronoun;False;False;0.5080296513521835;False;;;False;;False;;False;
liwc_scores_categories_quant;False;False;0.020363575589555337;True;;;False;;False;;True;0.21
liwc_scores_categories_relativ;False;False;0.20355400025439263;False;;;False;;False;;False;
liwc_scores_categories_relig;False;False;0.18176800749883343;False;;;False;;False;;False;
liwc_scores_categories_reward;False;False;0.5846076938750264;False;;;False;;False;;False;
liwc_scores_categories_risk;False;False;0.0027992030053140358;True;;;False;;True;0.4;False;
liwc_scores_categories_sad;False;False;0.3812182218970026;False;;;False;;False;;False;
liwc_scores_categories_see;False;False;0.0018668125136736876;True;;;True;0.22;False;;True;-0.2
liwc_scores_categories_sexual;False;False;0.3065481220001399;False;;;False;;False;;False;
liwc_scores_categories_shehe;False;False;0.01638065950240811;True;;;False;;False;;True;-0.2
liwc_scores_categories_social;False;False;0.64320583579328;False;;;False;;False;;False;
liwc_scores_categories_space;False;False;0.26049903647598893;False;;;False;;False;;False;
liwc_scores_categories_swear;False;False;0.7314589237591766;False;;;False;;False;;False;
liwc_scores_categories_tentat;False;False;0.9321008342466032;False;;;False;;False;;False;
liwc_scores_categories_they;False;False;0.14935053157660588;False;;;False;;False;;False;
liwc_scores_categories_time;False;False;0.7762690690517398;False;;;False;;False;;False;
liwc_scores_categories_verb;True;True;0.7089685693651591;False;;F(2,218)= 0.34, p = 0.7089686, ω2 = -0.01;False;;False;;False;
liwc_scores_categories_we;False;False;0.7016794834371682;False;;;False;;False;;False;
liwc_scores_categories_work;False;False;0.1196345008388546;False;;;False;;False;;False;
liwc_scores_categories_you;False;False;0.6615535237676224;False;;;False;;False;;False;
liwc_scores_clout;False;False;0.1754550404895607;False;;;False;;False;;False;
liwc_scores_dic;False;False;0.09778391426717928;False;;;False;;False;;False;
liwc_scores_sixLtr;True;True;0.006409236740253441;True;low;F(2,218)= 5.17, p = 0.0064092, ω2 = 0.04;False;;True;-0.33;True;-0.17
liwc_scores_tone;False;False;0.19392613501364475;False;;;False;;False;;False;
liwc_scores_wc;False;False;0.87008111346127;False;;;False;;False;;False;
liwc_scores_wps;False;False;0.3093180671083088;False;;;False;;False;;False;
nrc_anger;False;False;0.491911113733282;False;;;False;;False;;False;
nrc_anticipation;False;False;0.10969855666142928;False;;;False;;False;;False;
nrc_disgust;False;False;0.48039246696166216;False;;;False;;False;;False;
nrc_fear;False;False;0.05298281509561031;False;;;False;;True;0.29;False;
nrc_joy;False;False;0.3634798418346959;False;;;False;;False;;False;
nrc_negative;False;False;0.11634085047229474;False;;;False;;False;;False;
nrc_positive;False;False;0.13651907888126122;False;;;False;;False;;False;
nrc_ratio;True;True;0.005253178882851087;True;low;F(2,218)= 5.38, p = 0.0052532, ω2 = 0.04;True;-0.2;True;-0.27;False;
nrc_sadness;False;False;0.426696195278481;False;;;False;;False;;False;
nrc_surprise;False;False;0.019470986876265018;True;;;False;;False;;True;0.21
nrc_trust;False;False;0.002714385945525644;True;;;False;;False;;True;0.24
adu_anecdote;False;False;0.03475768155490599;True;;;False;;False;;True;0.19
adu_other;False;False;0.575579721663293;False;;;False;;False;;False;
adu_statistics;False;False;0.25487741218921256;False;;;False;;False;;False;
adu_testimony;False;False;0.4152034764663398;False;;;False;;False;;False;
mpqa_arg_assessments;False;False;0.5474036645597142;False;;;False;;False;;False;
mpqa_arg_authority;False;False;0.045887737660014256;True;;;False;;False;;False;
mpqa_arg_causation;False;False;0.809196663028395;False;;;False;;False;;False;
mpqa_arg_conditionals;False;False;0.6038932051314456;False;;;False;;False;;False;
mpqa_arg_contrast;False;False;0.44615026315852413;False;;;False;;False;;False;
mpqa_arg_difficulty;False;False;0.5912935234600033;False;;;False;;False;;False;
mpqa_arg_doubt;False;False;0.6434282524108421;False;;;False;;False;;False;
mpqa_arg_emphasis;False;False;0.10655952356559392;False;;;False;;False;;False;
mpqa_arg_generalization;False;False;0.055941540718218476;False;;;False;;False;;False;
mpqa_arg_inconsistency;False;False;0.018991684547428396;True;;;False;;False;;True;-0.18
mpqa_arg_lexicon_ratio;True;True;0.5217162327901006;False;;F(2,218)= 0.65, p = 0.5217162, ω2 = -0.00;False;;False;;False;
mpqa_arg_necessity;False;False;0.2605575627797795;False;;;False;;False;;False;
mpqa_arg_possibility;False;False;0.9738226439226603;False;;;False;;False;;False;
mpqa_arg_priority;False;False;0.29662924109564137;False;;;False;;False;;False;
mpqa_arg_structure;False;False;0.17777596022467543;False;;;False;;False;;False;
mpqa_arg_wants;False;False;0.635986026023574;False;;;False;;False;;False;
mpqa_subjobg_obj;True;True;0.30464238290022116;False;;F(2,218)= 1.20, p = 0.3046424, ω2 = 0.00;False;;False;;False;
