sep=;
feature;is_normal (shapiro);is_homogeneous (levene);p_value;is_significant;effect;result;('challenging', 'no_effect');('challenging', 'no_effect');('challenging', 'reinforcing');('challenging', 'reinforcing');('no_effect', 'reinforcing');('no_effect', 'reinforcing')
liwc_scores_categories_hear;False;False;0.18904513397179407;False;;;False;;False;;False;
liwc_scores_categories_home;False;False;0.7172705198080458;False;;;False;;False;;False;
liwc_scores_categories_i;False;False;0.7982805752620667;False;;;False;;False;;False;
liwc_scores_categories_informal;False;False;0.14564674754699888;False;;;False;;False;;False;
liwc_scores_categories_ingest;False;False;0.9785845461315404;False;;;False;;False;;False;
liwc_scores_categories_insight;False;False;0.7225447495313966;False;;;False;;False;;False;
liwc_scores_categories_interrog;False;False;0.8371516567012229;False;;;False;;False;;False;
liwc_scores_categories_ipron;True;True;0.6390822926557177;False;;F(2,218)= 0.45, p = 0.6390823, ω2 = -0.01;False;;False;;False;
liwc_scores_categories_leisure;False;False;0.7703193491863882;False;;;False;;False;;False;
liwc_scores_categories_male;False;False;0.3547915126296868;False;;;False;;False;;False;
liwc_scores_categories_money;False;False;0.8220888413922496;False;;;False;;False;;False;
liwc_scores_categories_motion;False;False;0.5655888583975706;False;;;False;;False;;False;
liwc_scores_categories_negate;False;False;0.024616813456344436;True;;;False;;True;0.26;False;
liwc_scores_categories_negemo;False;False;0.8734009333511504;False;;;False;;False;;False;
liwc_scores_categories_netspeak;False;False;0.1790331047080788;False;;;False;;False;;False;
liwc_scores_categories_nonflu;False;False;0.8634254120849356;False;;;False;;False;;False;
liwc_scores_categories_number;False;False;0.1447811264440373;False;;;False;;False;;False;
liwc_scores_categories_percept;False;False;0.12124704541791562;False;;;False;;False;;False;
liwc_scores_categories_posemo;False;False;0.4247326645210069;False;;;False;;False;;False;
liwc_scores_categories_power;False;False;0.39160971421502905;False;;;False;;False;;False;
liwc_scores_categories_ppron;False;False;0.5373897171235105;False;;;False;;False;;False;
liwc_scores_categories_prep;True;True;0.2613416886751764;False;;F(2,218)= 1.35, p = 0.2613417, ω2 = 0.00;False;;False;;False;
liwc_scores_categories_pronoun;False;False;0.4369015438795373;False;;;False;;False;;False;
liwc_scores_categories_quant;True;True;0.006461718493298789;True;low;F(2,218)= 5.16, p = 0.0064617, ω2 = 0.04;True;-0.25;False;;False;
liwc_scores_categories_relativ;False;False;0.5664765554892437;False;;;False;;False;;False;
liwc_scores_categories_relig;False;False;0.9738733299806406;False;;;False;;False;;False;
liwc_scores_categories_reward;False;False;0.11681524566114543;False;;;False;;False;;False;
liwc_scores_categories_risk;False;False;0.35489945886154717;False;;;False;;False;;False;
liwc_scores_categories_sad;False;False;0.9659056029785748;False;;;False;;False;;False;
liwc_scores_categories_see;False;False;0.3003393322891989;False;;;False;;False;;False;
liwc_scores_categories_sexual;False;False;0.3315784057844984;False;;;False;;False;;False;
liwc_scores_categories_shehe;False;False;0.5090843755728035;False;;;False;;False;;False;
liwc_scores_categories_social;False;False;0.27544014952071866;False;;;False;;False;;False;
liwc_scores_categories_space;False;False;0.6148707735995134;False;;;False;;False;;False;
liwc_scores_categories_swear;False;False;0.4025218749457302;False;;;False;;False;;False;
liwc_scores_categories_tentat;False;False;0.2787277174299414;False;;;False;;False;;False;
liwc_scores_categories_they;False;False;0.8558453708304359;False;;;False;;False;;False;
liwc_scores_categories_time;False;False;0.5300104773211738;False;;;False;;False;;False;
liwc_scores_categories_verb;True;True;0.8286300732136147;False;;F(2,218)= 0.19, p = 0.8286301, ω2 = -0.01;False;;False;;False;
liwc_scores_categories_we;False;False;0.004193768668040019;True;;;False;;False;;True;-0.21
liwc_scores_categories_work;False;False;0.031162166191649382;True;;;True;0.2;False;;False;
liwc_scores_categories_you;False;False;0.24393943211339286;False;;;False;;False;;False;
liwc_scores_clout;False;False;0.022176284974473607;True;;;False;;False;;True;-0.18
liwc_scores_dic;False;False;0.025436348725185007;True;;;True;0.21;False;;False;
liwc_scores_sixLtr;True;True;0.16152963465895742;False;;F(2,218)= 1.84, p = 0.1615296, ω2 = 0.01;False;;False;;False;
liwc_scores_tone;False;False;0.7630376278076497;False;;;False;;False;;False;
liwc_scores_wc;False;False;0.5548219685933226;False;;;False;;False;;False;
liwc_scores_wps;False;False;0.5122122909570725;False;;;False;;False;;False;
nrc_anger;False;False;0.39812540833830834;False;;;False;;False;;False;
nrc_anticipation;False;False;0.39775291759349873;False;;;False;;False;;False;
nrc_disgust;False;False;0.6313627267838349;False;;;False;;False;;False;
nrc_fear;False;False;0.11079628340787323;False;;;False;;False;;False;
nrc_joy;False;False;0.03691499737778659;True;;;False;;False;;True;-0.17
nrc_negative;False;False;0.35756037381755224;False;;;False;;False;;False;
nrc_positive;False;False;0.066850731375799;False;;;False;;False;;False;
nrc_ratio;True;True;0.01360305428580418;True;low;F(2,218)= 4.38, p = 0.0136031, ω2 = 0.03;True;-0.21;True;-0.23;False;
nrc_sadness;False;False;0.04539154108596947;True;;;True;0.21;False;;False;
nrc_surprise;False;False;0.19717328076316318;False;;;False;;False;;False;
nrc_trust;False;False;0.05097387487147857;False;;;False;;False;;False;
adu_anecdote;False;False;0.5742328981247786;False;;;False;;False;;False;
adu_other;False;False;0.40560184245624764;False;;;False;;False;;False;
adu_statistics;False;False;0.07193006831186471;False;;;False;;False;;False;
adu_testimony;False;False;0.9002046785828572;False;;;False;;False;;False;
mpqa_arg_assessments;False;False;0.14935000148151248;False;;;False;;False;;False;
mpqa_arg_authority;False;False;0.6710491234874638;False;;;False;;False;;False;
mpqa_arg_causation;False;False;0.8638984958473828;False;;;False;;False;;False;
mpqa_arg_conditionals;False;False;0.7533767258512105;False;;;False;;False;;False;
mpqa_arg_contrast;False;False;0.5133445642385632;False;;;False;;False;;False;
mpqa_arg_difficulty;False;False;0.2180481266751275;False;;;False;;False;;False;
mpqa_arg_doubt;False;False;0.26677913766693506;False;;;False;;same values;same values;False;
mpqa_arg_emphasis;False;False;0.40812676834883677;False;;;False;;False;;False;
mpqa_arg_generalization;False;False;0.012505417587776126;True;;;True;0.1;False;;False;
mpqa_arg_inconsistency;False;False;0.11634066300622073;False;;;False;;False;;False;
mpqa_arg_lexicon_ratio;False;False;0.6842135785062124;False;;;False;;False;;False;
mpqa_arg_necessity;False;False;0.5827414975164231;False;;;False;;False;;False;
mpqa_arg_possibility;False;False;0.6875103613203164;False;;;False;;False;;False;
mpqa_arg_priority;False;False;0.9084853996187982;False;;;False;;False;;False;
mpqa_arg_structure;False;False;0.9950078379533828;False;;;False;;False;;False;
mpqa_arg_wants;False;False;0.18964450997224674;False;;;False;;False;;False;
mpqa_subjobg_obj;True;True;0.4055569842315626;False;;F(2,218)= 0.91, p = 0.4055570, ω2 = -0.00;False;;False;;False;
mpqa_subjobg_subj;False;False;nan;False;;;False;;False;;False;
