,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
60,0.36,0.6,0.6,0.15,0.16,0.75,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_average_majority
55,0.36,0.59,0.59,0.16,0.18,0.75,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_average_majority
52,0.34,0.56,0.56,0.12,0.17,0.72,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_average_majority
53,0.34,0.55,0.55,0.2,0.11,0.72,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu', 'lemma')",extraversion_average_majority
27,0.34,0.47,0.47,0.15,0.25,0.61,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'lemma')",extraversion_average_majority
48,0.34,0.47,0.47,0.15,0.25,0.62,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_average_majority
39,0.34,0.58,0.58,0.12,0.17,0.74,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'adu', 'lemma')",extraversion_average_majority
61,0.33,0.55,0.55,0.15,0.14,0.7,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_average_majority
28,0.33,0.43,0.43,0.29,0.12,0.58,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu')",extraversion_average_majority
62,0.32,0.52,0.52,0.13,0.13,0.69,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_average_majority
26,0.31,0.4,0.4,0.16,0.21,0.55,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu')",extraversion_average_majority
47,0.31,0.42,0.42,0.2,0.16,0.58,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_average_majority
57,0.31,0.53,0.53,0.1,0.14,0.7,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_average_majority
38,0.31,0.56,0.56,0.04,0.17,0.73,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_average_majority
58,0.31,0.43,0.43,0.12,0.22,0.58,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu', 'lemma')",extraversion_average_majority
9,0.3,0.39,0.39,0.21,0.14,0.54,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'adu')",extraversion_average_majority
43,0.3,0.43,0.43,0.11,0.21,0.59,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'lemma')",extraversion_average_majority
56,0.29,0.4,0.4,0.18,0.14,0.55,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_average_majority
33,0.29,0.51,0.51,0.11,0.1,0.68,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'lemma')",extraversion_average_majority
8,0.29,0.4,0.4,0.2,0.11,0.56,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg')",extraversion_average_majority
41,0.29,0.39,0.39,0.16,0.17,0.53,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_average_majority
23,0.28,0.36,0.36,0.19,0.17,0.5,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu')",extraversion_average_majority
21,0.28,0.37,0.37,0.16,0.17,0.51,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg')",extraversion_average_majority
16,0.28,0.36,0.36,0.16,0.19,0.49,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'adu')",extraversion_average_majority
7,0.28,0.38,0.38,0.16,0.15,0.54,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg')",extraversion_average_majority
42,0.28,0.38,0.38,0.17,0.14,0.53,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu')",extraversion_average_majority
0,0.27,0.38,0.38,0.16,0.1,0.55,"{'C': 100, 'class_weight': 'balanced'}","('liwc',)",extraversion_average_majority
44,0.27,0.37,0.37,0.15,0.12,0.52,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu')",extraversion_average_majority
22,0.27,0.35,0.35,0.15,0.19,0.48,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg')",extraversion_average_majority
15,0.27,0.37,0.37,0.13,0.15,0.52,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg')",extraversion_average_majority
1,0.26,0.31,0.31,0.14,0.21,0.41,"{'C': 100, 'class_weight': 'balanced'}","('nrc',)",extraversion_average_majority
34,0.26,0.32,0.32,0.17,0.16,0.44,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu')",extraversion_average_majority
37,0.26,0.36,0.36,0.13,0.14,0.51,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_average_majority
12,0.26,0.31,0.31,0.16,0.21,0.42,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg')",extraversion_average_majority
2,0.26,0.35,0.35,0.12,0.15,0.5,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg',)",extraversion_average_majority
32,0.25,0.32,0.32,0.19,0.12,0.44,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu')",extraversion_average_majority
13,0.25,0.3,0.3,0.18,0.16,0.4,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'adu')",extraversion_average_majority
6,0.25,0.32,0.32,0.11,0.18,0.45,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc')",extraversion_average_majority
25,0.24,0.34,0.34,0.11,0.11,0.49,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_average_majority
51,0.24,0.31,0.31,0.18,0.11,0.44,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_average_majority
18,0.24,0.3,0.3,0.19,0.11,0.43,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu')",extraversion_average_majority
11,0.21,0.26,0.26,0.17,0.1,0.35,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg')",extraversion_average_majority
4,0.21,0.24,0.24,0.19,0.12,0.32,"{'C': 1, 'class_weight': 'balanced'}","('adu',)",extraversion_average_majority
31,0.21,0.27,0.27,0.14,0.09,0.39,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_average_majority
3,0.16,0.16,0.16,0.16,0.2,0.13,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_subjobg',)",extraversion_average_majority
