,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
26,0.34,0.39,0.39,0.23,0.31,0.48,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu')",conscientiousness_high_majority
49,0.34,0.43,0.43,0.18,0.28,0.56,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu', 'lemma')",conscientiousness_high_majority
8,0.33,0.39,0.39,0.19,0.33,0.49,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg')",conscientiousness_high_majority
55,0.33,0.42,0.42,0.19,0.23,0.55,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",conscientiousness_high_majority
11,0.33,0.43,0.43,0.17,0.25,0.57,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg')",conscientiousness_high_majority
0,0.33,0.4,0.4,0.16,0.33,0.51,"{'C': 100, 'class_weight': 'balanced'}","('liwc',)",conscientiousness_high_majority
44,0.33,0.4,0.4,0.11,0.36,0.52,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu')",conscientiousness_high_majority
39,0.33,0.43,0.43,0.2,0.2,0.59,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg', 'adu', 'lemma')",conscientiousness_high_majority
16,0.32,0.38,0.38,0.22,0.27,0.48,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'adu')",conscientiousness_high_majority
23,0.32,0.38,0.38,0.11,0.36,0.48,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu')",conscientiousness_high_majority
34,0.32,0.4,0.4,0.11,0.34,0.53,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu')",conscientiousness_high_majority
47,0.31,0.37,0.37,0.17,0.28,0.47,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",conscientiousness_high_majority
12,0.31,0.38,0.38,0.11,0.33,0.49,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg')",conscientiousness_high_majority
28,0.31,0.36,0.36,0.15,0.33,0.45,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu')",conscientiousness_high_majority
37,0.3,0.36,0.36,0.21,0.2,0.48,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu')",conscientiousness_high_majority
3,0.3,0.36,0.36,0.14,0.25,0.49,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_subjobg',)",conscientiousness_high_majority
13,0.29,0.35,0.35,0.1,0.31,0.46,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'adu')",conscientiousness_high_majority
9,0.29,0.36,0.36,0.11,0.31,0.46,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'adu')",conscientiousness_high_majority
4,0.29,0.76,0.76,0.0,0.0,0.87,"{'C': 0.01, 'class_weight': 'balanced'}","('adu',)",conscientiousness_high_majority
2,0.29,0.76,0.76,0.0,0.0,0.87,"{'C': 0.01, 'class_weight': 'balanced'}","('mpqa_arg',)",conscientiousness_high_majority
18,0.28,0.32,0.32,0.17,0.24,0.42,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu')",conscientiousness_high_majority
15,0.23,0.35,0.35,0.14,0.04,0.52,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg')",conscientiousness_high_majority
