,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
3,0.27,0.61,0.61,0.04,0.0,0.76,"{'C': 0.01, 'class_weight': 'balanced'}","('mpqa_subjobg',)",conscientiousness_low_majority
37,0.27,0.32,0.32,0.24,0.1,0.45,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu')",conscientiousness_low_majority
16,0.27,0.32,0.32,0.25,0.12,0.45,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'adu')",conscientiousness_low_majority
32,0.27,0.32,0.32,0.3,0.06,0.45,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu')",conscientiousness_low_majority
52,0.26,0.31,0.31,0.32,0.03,0.41,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",conscientiousness_low_majority
51,0.26,0.32,0.32,0.27,0.06,0.45,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",conscientiousness_low_majority
15,0.26,0.3,0.3,0.26,0.08,0.42,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg')",conscientiousness_low_majority
53,0.25,0.3,0.3,0.29,0.03,0.42,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu', 'lemma')",conscientiousness_low_majority
4,0.25,0.61,0.61,0.0,0.0,0.76,"{'C': 0.01, 'class_weight': 'balanced'}","('adu',)",conscientiousness_low_majority
31,0.24,0.29,0.29,0.25,0.03,0.43,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg')",conscientiousness_low_majority
