,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
16,0.32,0.36,0.36,0.38,0.14,0.45,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'adu')",neuroticism_low_majority
45,0.31,0.36,0.36,0.35,0.13,0.45,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'lemma')",neuroticism_low_majority
46,0.31,0.36,0.36,0.36,0.1,0.47,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu', 'lemma')",neuroticism_low_majority
62,0.31,0.43,0.43,0.37,0.0,0.55,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",neuroticism_low_majority
29,0.31,0.34,0.34,0.33,0.19,0.42,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'lemma')",neuroticism_low_majority
24,0.31,0.4,0.4,0.35,0.04,0.52,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'lemma')",neuroticism_low_majority
20,0.31,0.39,0.39,0.33,0.08,0.5,"{'C': 100, 'class_weight': 'balanced'}","('adu', 'lemma')",neuroticism_low_majority
31,0.3,0.35,0.35,0.27,0.12,0.49,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg')",neuroticism_low_majority
32,0.3,0.35,0.35,0.28,0.14,0.48,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu')",neuroticism_low_majority
58,0.3,0.43,0.43,0.34,0.0,0.57,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu', 'lemma')",neuroticism_low_majority
53,0.3,0.38,0.38,0.31,0.09,0.49,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu', 'lemma')",neuroticism_low_majority
10,0.3,0.38,0.38,0.31,0.08,0.5,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'lemma')",neuroticism_low_majority
12,0.3,0.32,0.32,0.25,0.23,0.42,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg')",neuroticism_low_majority
61,0.29,0.37,0.37,0.28,0.09,0.49,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",neuroticism_low_majority
11,0.29,0.34,0.34,0.28,0.12,0.47,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg')",neuroticism_low_majority
50,0.29,0.34,0.34,0.33,0.1,0.44,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu', 'lemma')",neuroticism_low_majority
34,0.29,0.32,0.32,0.23,0.19,0.44,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu')",neuroticism_low_majority
30,0.29,0.37,0.37,0.33,0.04,0.49,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'adu', 'lemma')",neuroticism_low_majority
37,0.29,0.36,0.36,0.29,0.09,0.51,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu')",neuroticism_low_majority
36,0.29,0.37,0.37,0.29,0.09,0.49,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'adu', 'lemma')",neuroticism_low_majority
14,0.28,0.37,0.37,0.27,0.09,0.49,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'lemma')",neuroticism_low_majority
23,0.28,0.31,0.31,0.21,0.19,0.42,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu')",neuroticism_low_majority
25,0.28,0.32,0.32,0.26,0.14,0.45,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg')",neuroticism_low_majority
1,0.28,0.32,0.32,0.18,0.19,0.47,"{'C': 100, 'class_weight': 'balanced'}","('nrc',)",neuroticism_low_majority
54,0.28,0.35,0.35,0.31,0.08,0.45,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu', 'lemma')",neuroticism_low_majority
9,0.28,0.36,0.36,0.19,0.16,0.5,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'adu')",neuroticism_low_majority
4,0.28,0.31,0.31,0.28,0.15,0.42,"{'C': 100, 'class_weight': 'balanced'}","('adu',)",neuroticism_low_majority
59,0.28,0.37,0.37,0.34,0.0,0.49,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu', 'lemma')",neuroticism_low_majority
44,0.27,0.32,0.32,0.2,0.15,0.45,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu')",neuroticism_low_majority
3,0.27,0.3,0.3,0.22,0.17,0.41,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_subjobg',)",neuroticism_low_majority
2,0.26,0.29,0.29,0.32,0.12,0.35,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg',)",neuroticism_low_majority
13,0.25,0.29,0.29,0.21,0.13,0.41,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'adu')",neuroticism_low_majority
18,0.24,0.28,0.28,0.16,0.15,0.41,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu')",neuroticism_low_majority
