,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
45,0.35,0.45,0.45,0.38,0.07,0.59,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'lemma')",extraversion_high_majority
37,0.35,0.38,0.38,0.3,0.26,0.49,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_high_majority
33,0.35,0.45,0.45,0.37,0.1,0.59,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'lemma')",extraversion_high_majority
20,0.34,0.43,0.43,0.37,0.07,0.57,"{'C': 100, 'class_weight': 'balanced'}","('adu', 'lemma')",extraversion_high_majority
26,0.34,0.39,0.39,0.41,0.13,0.49,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu')",extraversion_high_majority
57,0.34,0.44,0.44,0.4,0.07,0.57,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_high_majority
6,0.34,0.37,0.37,0.42,0.18,0.43,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc')",extraversion_high_majority
54,0.34,0.45,0.45,0.37,0.04,0.6,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
56,0.33,0.38,0.38,0.36,0.12,0.5,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_high_majority
17,0.33,0.4,0.4,0.33,0.14,0.54,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'lemma')",extraversion_high_majority
23,0.33,0.37,0.37,0.38,0.15,0.44,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu')",extraversion_high_majority
1,0.33,0.34,0.34,0.34,0.26,0.38,"{'C': 1, 'class_weight': 'balanced'}","('nrc',)",extraversion_high_majority
5,0.33,0.41,0.41,0.32,0.12,0.55,"{'C': 100, 'class_weight': 'balanced'}","('lemma',)",extraversion_high_majority
13,0.33,0.38,0.38,0.37,0.13,0.49,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'adu')",extraversion_high_majority
53,0.33,0.42,0.42,0.33,0.07,0.58,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu', 'lemma')",extraversion_high_majority
11,0.33,0.35,0.35,0.31,0.26,0.42,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg')",extraversion_high_majority
52,0.33,0.43,0.43,0.36,0.07,0.57,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_high_majority
42,0.32,0.36,0.36,0.37,0.13,0.46,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu')",extraversion_high_majority
32,0.32,0.36,0.36,0.34,0.18,0.45,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu')",extraversion_high_majority
31,0.32,0.34,0.34,0.38,0.21,0.38,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_high_majority
40,0.32,0.37,0.37,0.34,0.14,0.47,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
9,0.32,0.37,0.37,0.34,0.13,0.48,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'adu')",extraversion_high_majority
41,0.32,0.36,0.36,0.4,0.13,0.42,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_high_majority
47,0.31,0.35,0.35,0.34,0.12,0.46,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_high_majority
48,0.31,0.38,0.38,0.29,0.12,0.52,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_high_majority
51,0.31,0.35,0.35,0.32,0.16,0.45,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_high_majority
58,0.31,0.4,0.4,0.33,0.06,0.55,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu', 'lemma')",extraversion_high_majority
62,0.31,0.39,0.39,0.28,0.1,0.55,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
7,0.31,0.35,0.35,0.33,0.13,0.46,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg')",extraversion_high_majority
28,0.31,0.34,0.34,0.32,0.14,0.45,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu')",extraversion_high_majority
27,0.31,0.39,0.39,0.31,0.1,0.53,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'lemma')",extraversion_high_majority
25,0.31,0.34,0.34,0.34,0.17,0.42,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_high_majority
38,0.31,0.36,0.36,0.28,0.13,0.51,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_high_majority
21,0.31,0.35,0.35,0.38,0.12,0.44,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg')",extraversion_high_majority
39,0.3,0.37,0.37,0.3,0.09,0.51,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'adu', 'lemma')",extraversion_high_majority
49,0.3,0.39,0.39,0.27,0.07,0.56,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu', 'lemma')",extraversion_high_majority
55,0.3,0.34,0.34,0.27,0.17,0.47,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
0,0.3,0.34,0.34,0.37,0.13,0.41,"{'C': 100, 'class_weight': 'balanced'}","('liwc',)",extraversion_high_majority
22,0.3,0.34,0.34,0.36,0.12,0.42,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg')",extraversion_high_majority
34,0.3,0.32,0.32,0.36,0.17,0.36,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu')",extraversion_high_majority
2,0.29,0.31,0.31,0.25,0.2,0.4,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg',)",extraversion_high_majority
61,0.29,0.37,0.37,0.28,0.06,0.53,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
16,0.29,0.33,0.33,0.22,0.2,0.45,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'adu')",extraversion_high_majority
8,0.28,0.31,0.31,0.36,0.11,0.38,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg')",extraversion_high_majority
3,0.28,0.3,0.3,0.21,0.25,0.37,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_subjobg',)",extraversion_high_majority
60,0.28,0.36,0.36,0.28,0.03,0.52,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
15,0.27,0.3,0.3,0.4,0.11,0.29,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg')",extraversion_high_majority
12,0.27,0.27,0.27,0.31,0.23,0.26,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg')",extraversion_high_majority
18,0.26,0.32,0.32,0.17,0.15,0.47,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu')",extraversion_high_majority
44,0.26,0.29,0.29,0.32,0.11,0.35,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu')",extraversion_high_majority
4,0.26,0.36,0.36,0.26,0.04,0.5,"{'C': 100, 'class_weight': 'balanced'}","('adu',)",extraversion_high_majority
