,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
49,0.34,0.35,0.35,0.24,0.4,0.36,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu', 'lemma')",agreeableness_low_majority
45,0.34,0.38,0.38,0.18,0.4,0.45,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'lemma')",agreeableness_low_majority
61,0.34,0.36,0.36,0.21,0.41,0.39,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",agreeableness_low_majority
55,0.34,0.36,0.36,0.23,0.42,0.36,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",agreeableness_low_majority
17,0.34,0.35,0.35,0.3,0.35,0.38,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg', 'lemma')",agreeableness_low_majority
60,0.34,0.36,0.36,0.22,0.42,0.37,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",agreeableness_low_majority
56,0.34,0.36,0.36,0.22,0.46,0.33,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",agreeableness_low_majority
5,0.34,0.36,0.36,0.24,0.36,0.43,"{'C': 1, 'class_weight': 'balanced'}","('lemma',)",agreeableness_low_majority
34,0.33,0.35,0.35,0.19,0.44,0.35,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu')",agreeableness_low_majority
36,0.33,0.36,0.36,0.21,0.38,0.4,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'adu', 'lemma')",agreeableness_low_majority
42,0.33,0.36,0.36,0.2,0.48,0.32,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu')",agreeableness_low_majority
41,0.33,0.35,0.35,0.23,0.4,0.37,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg')",agreeableness_low_majority
6,0.33,0.35,0.35,0.22,0.4,0.39,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc')",agreeableness_low_majority
38,0.33,0.34,0.34,0.26,0.36,0.35,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'lemma')",agreeableness_low_majority
59,0.33,0.36,0.36,0.19,0.39,0.4,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu', 'lemma')",agreeableness_low_majority
23,0.33,0.34,0.34,0.22,0.44,0.33,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu')",agreeableness_low_majority
54,0.33,0.35,0.35,0.22,0.37,0.4,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu', 'lemma')",agreeableness_low_majority
57,0.33,0.35,0.35,0.21,0.38,0.4,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",agreeableness_low_majority
51,0.33,0.36,0.36,0.16,0.47,0.37,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",agreeableness_low_majority
13,0.33,0.35,0.35,0.18,0.45,0.35,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'adu')",agreeableness_low_majority
15,0.33,0.34,0.34,0.23,0.34,0.41,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg')",agreeableness_low_majority
22,0.33,0.35,0.35,0.18,0.35,0.45,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg')",agreeableness_low_majority
58,0.32,0.35,0.35,0.19,0.41,0.37,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu', 'lemma')",agreeableness_low_majority
52,0.32,0.35,0.35,0.21,0.36,0.4,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",agreeableness_low_majority
46,0.32,0.34,0.34,0.22,0.37,0.36,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu', 'lemma')",agreeableness_low_majority
62,0.32,0.36,0.36,0.17,0.41,0.39,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",agreeableness_low_majority
43,0.32,0.35,0.35,0.17,0.39,0.41,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'lemma')",agreeableness_low_majority
33,0.32,0.35,0.35,0.22,0.36,0.39,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'lemma')",agreeableness_low_majority
25,0.32,0.33,0.33,0.24,0.4,0.31,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg')",agreeableness_low_majority
21,0.32,0.33,0.33,0.22,0.38,0.35,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg')",agreeableness_low_majority
12,0.32,0.33,0.33,0.16,0.37,0.43,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg')",agreeableness_low_majority
7,0.32,0.33,0.33,0.26,0.4,0.29,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg')",agreeableness_low_majority
44,0.31,0.33,0.33,0.2,0.43,0.3,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu')",agreeableness_low_majority
32,0.31,0.33,0.33,0.18,0.44,0.3,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu')",agreeableness_low_majority
24,0.31,0.33,0.33,0.2,0.37,0.35,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'lemma')",agreeableness_low_majority
35,0.3,0.32,0.32,0.21,0.32,0.37,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'lemma')",agreeableness_low_majority
1,0.3,0.31,0.31,0.18,0.38,0.35,"{'C': 1, 'class_weight': 'balanced'}","('nrc',)",agreeableness_low_majority
14,0.3,0.33,0.33,0.17,0.34,0.39,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'lemma')",agreeableness_low_majority
31,0.3,0.31,0.31,0.19,0.37,0.33,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg')",agreeableness_low_majority
11,0.29,0.31,0.31,0.17,0.4,0.3,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg')",agreeableness_low_majority
3,0.29,0.33,0.33,0.18,0.21,0.49,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_subjobg',)",agreeableness_low_majority
2,0.29,0.3,0.3,0.25,0.37,0.25,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg',)",agreeableness_low_majority
