,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
19,0.28,0.38,0.38,0.1,0.2,0.54,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_subjobg', 'lemma')",agreeableness_high_majority
36,0.28,0.37,0.37,0.15,0.16,0.52,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'adu', 'lemma')",agreeableness_high_majority
60,0.28,0.38,0.38,0.16,0.14,0.55,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",agreeableness_high_majority
7,0.28,0.35,0.35,0.14,0.24,0.47,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg')",agreeableness_high_majority
53,0.28,0.37,0.37,0.18,0.14,0.52,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu', 'lemma')",agreeableness_high_majority
35,0.28,0.36,0.36,0.16,0.19,0.5,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'lemma')",agreeableness_high_majority
28,0.28,0.32,0.32,0.16,0.28,0.41,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu')",agreeableness_high_majority
14,0.28,0.37,0.37,0.15,0.17,0.52,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'lemma')",agreeableness_high_majority
25,0.27,0.32,0.32,0.16,0.23,0.42,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg')",agreeableness_high_majority
12,0.27,0.29,0.29,0.16,0.27,0.37,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg')",agreeableness_high_majority
26,0.27,0.35,0.35,0.06,0.25,0.49,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu')",agreeableness_high_majority
23,0.27,0.32,0.32,0.12,0.28,0.42,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu')",agreeableness_high_majority
16,0.27,0.33,0.33,0.15,0.17,0.48,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'adu')",agreeableness_high_majority
2,0.27,0.31,0.31,0.12,0.29,0.41,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg',)",agreeableness_high_majority
34,0.27,0.31,0.31,0.12,0.27,0.4,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu')",agreeableness_high_majority
32,0.26,0.29,0.29,0.13,0.26,0.38,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu')",agreeableness_high_majority
13,0.25,0.29,0.29,0.1,0.24,0.4,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'adu')",agreeableness_high_majority
50,0.24,0.34,0.34,0.09,0.14,0.5,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu', 'lemma')",agreeableness_high_majority
18,0.24,0.3,0.3,0.1,0.15,0.45,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu')",agreeableness_high_majority
3,0.24,0.28,0.28,0.16,0.19,0.39,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_subjobg',)",agreeableness_high_majority
54,0.22,0.25,0.25,0.12,0.23,0.32,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu', 'lemma')",agreeableness_high_majority
4,0.22,0.26,0.26,0.11,0.2,0.36,"{'C': 10, 'class_weight': 'balanced'}","('adu',)",agreeableness_high_majority
