,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
48,0.31,0.47,0.47,0.1,0.21,0.63,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_average_majority
22,0.3,0.39,0.39,0.13,0.23,0.54,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg')",extraversion_average_majority
27,0.3,0.45,0.45,0.09,0.2,0.61,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'lemma')",extraversion_average_majority
52,0.3,0.46,0.46,0.12,0.14,0.64,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_average_majority
42,0.3,0.4,0.4,0.19,0.15,0.55,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu')",extraversion_average_majority
61,0.3,0.46,0.46,0.15,0.12,0.64,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_average_majority
56,0.29,0.4,0.4,0.17,0.14,0.55,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_average_majority
0,0.29,0.4,0.4,0.2,0.11,0.56,"{'C': 100, 'class_weight': 'balanced'}","('liwc',)",extraversion_average_majority
33,0.29,0.45,0.45,0.15,0.12,0.62,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'lemma')",extraversion_average_majority
25,0.29,0.41,0.41,0.2,0.12,0.56,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_average_majority
15,0.28,0.39,0.39,0.12,0.16,0.56,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg')",extraversion_average_majority
16,0.28,0.4,0.4,0.14,0.16,0.55,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg', 'adu')",extraversion_average_majority
7,0.28,0.4,0.4,0.15,0.12,0.57,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg')",extraversion_average_majority
44,0.28,0.38,0.38,0.13,0.18,0.53,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu')",extraversion_average_majority
8,0.28,0.4,0.4,0.17,0.11,0.57,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg')",extraversion_average_majority
53,0.28,0.44,0.44,0.12,0.12,0.61,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu', 'lemma')",extraversion_average_majority
6,0.27,0.35,0.35,0.12,0.2,0.49,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc')",extraversion_average_majority
2,0.26,0.34,0.34,0.1,0.19,0.48,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg',)",extraversion_average_majority
37,0.26,0.38,0.38,0.15,0.1,0.53,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_average_majority
23,0.26,0.34,0.34,0.13,0.16,0.49,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu')",extraversion_average_majority
34,0.25,0.32,0.32,0.15,0.17,0.44,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu')",extraversion_average_majority
51,0.25,0.31,0.31,0.23,0.11,0.41,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_average_majority
1,0.25,0.29,0.29,0.16,0.2,0.4,"{'C': 100, 'class_weight': 'balanced'}","('nrc',)",extraversion_average_majority
32,0.25,0.3,0.3,0.22,0.15,0.39,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu')",extraversion_average_majority
13,0.24,0.29,0.29,0.15,0.16,0.4,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'adu')",extraversion_average_majority
21,0.24,0.32,0.32,0.14,0.1,0.46,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg')",extraversion_average_majority
12,0.24,0.28,0.28,0.17,0.19,0.36,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg')",extraversion_average_majority
41,0.24,0.31,0.31,0.16,0.1,0.45,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_average_majority
4,0.23,0.28,0.28,0.19,0.12,0.39,"{'C': 10, 'class_weight': 'balanced'}","('adu',)",extraversion_average_majority
11,0.22,0.26,0.26,0.21,0.12,0.34,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg')",extraversion_average_majority
31,0.21,0.27,0.27,0.15,0.09,0.38,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_average_majority
18,0.2,0.22,0.22,0.18,0.12,0.3,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu')",extraversion_average_majority
3,0.17,0.16,0.16,0.1,0.22,0.18,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_subjobg',)",extraversion_average_majority
