,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
8,0.31,0.34,0.34,0.3,0.18,0.44,"{'C': 0.01, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg')",extreme_majority
10,0.31,0.36,0.36,0.21,0.23,0.49,"{'C': 0.01, 'class_weight': 'balanced'}","('liwc', 'lemma')",extreme_majority
14,0.31,0.36,0.36,0.25,0.22,0.48,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'lemma')",extreme_majority
52,0.31,0.41,0.41,0.32,0.07,0.55,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extreme_majority
33,0.31,0.4,0.4,0.31,0.07,0.54,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'lemma')",extreme_majority
18,0.31,0.36,0.36,0.3,0.16,0.48,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu')",extreme_majority
46,0.31,0.39,0.39,0.29,0.14,0.52,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu', 'lemma')",extreme_majority
24,0.31,0.38,0.38,0.28,0.13,0.51,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'lemma')",extreme_majority
25,0.31,0.34,0.34,0.29,0.17,0.45,"{'C': 0.01, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg')",extreme_majority
34,0.3,0.32,0.32,0.28,0.25,0.39,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu')",extreme_majority
43,0.3,0.37,0.37,0.25,0.15,0.51,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'lemma')",extreme_majority
9,0.3,0.34,0.34,0.24,0.19,0.46,"{'C': 0.01, 'class_weight': 'balanced'}","('liwc', 'adu')",extreme_majority
38,0.3,0.38,0.38,0.28,0.1,0.52,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'lemma')",extreme_majority
60,0.3,0.38,0.38,0.28,0.11,0.51,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extreme_majority
12,0.29,0.3,0.3,0.28,0.23,0.36,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg')",extreme_majority
49,0.29,0.37,0.37,0.24,0.11,0.51,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu', 'lemma')",extreme_majority
39,0.28,0.37,0.37,0.28,0.04,0.52,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'adu', 'lemma')",extreme_majority
3,0.25,0.31,0.31,0.07,0.21,0.45,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_subjobg',)",extreme_majority
