,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
50,0.32,0.37,0.37,0.24,0.23,0.5,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu', 'lemma')",extreme_majority
9,0.32,0.37,0.37,0.22,0.22,0.51,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'adu')",extreme_majority
18,0.32,0.38,0.38,0.29,0.16,0.5,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu')",extreme_majority
5,0.31,0.35,0.35,0.24,0.24,0.46,"{'C': 1, 'class_weight': 'balanced'}","('lemma',)",extreme_majority
60,0.31,0.36,0.36,0.25,0.19,0.48,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extreme_majority
0,0.31,0.34,0.34,0.23,0.23,0.45,"{'C': 100, 'class_weight': 'balanced'}","('liwc',)",extreme_majority
13,0.31,0.33,0.33,0.27,0.27,0.39,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'adu')",extreme_majority
27,0.31,0.38,0.38,0.3,0.11,0.52,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'lemma')",extreme_majority
15,0.31,0.31,0.31,0.34,0.31,0.27,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg')",extreme_majority
22,0.31,0.33,0.33,0.27,0.26,0.4,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg')",extreme_majority
19,0.31,0.35,0.35,0.25,0.23,0.46,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_subjobg', 'lemma')",extreme_majority
23,0.31,0.35,0.35,0.26,0.22,0.45,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu')",extreme_majority
25,0.31,0.33,0.33,0.28,0.23,0.42,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg')",extreme_majority
36,0.31,0.35,0.35,0.23,0.22,0.48,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'adu', 'lemma')",extreme_majority
12,0.31,0.32,0.32,0.26,0.28,0.38,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg')",extreme_majority
29,0.31,0.35,0.35,0.23,0.22,0.46,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'lemma')",extreme_majority
59,0.3,0.35,0.35,0.24,0.19,0.47,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu', 'lemma')",extreme_majority
3,0.3,0.35,0.35,0.27,0.13,0.49,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_subjobg',)",extreme_majority
7,0.3,0.34,0.34,0.25,0.2,0.46,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg')",extreme_majority
14,0.3,0.34,0.34,0.23,0.23,0.44,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'lemma')",extreme_majority
43,0.3,0.37,0.37,0.32,0.08,0.51,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'lemma')",extreme_majority
10,0.3,0.34,0.34,0.23,0.21,0.46,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'lemma')",extreme_majority
48,0.3,0.35,0.35,0.29,0.13,0.48,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extreme_majority
44,0.3,0.33,0.33,0.28,0.23,0.4,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu')",extreme_majority
46,0.29,0.34,0.34,0.22,0.2,0.47,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu', 'lemma')",extreme_majority
45,0.29,0.33,0.33,0.26,0.15,0.45,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'lemma')",extreme_majority
8,0.29,0.33,0.33,0.23,0.16,0.46,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg')",extreme_majority
