,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
2,0.33,0.36,0.36,0.17,0.33,0.48,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg',)",lean_majority
49,0.32,0.37,0.37,0.13,0.33,0.5,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu', 'lemma')",lean_majority
22,0.32,0.35,0.35,0.18,0.3,0.47,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg')",lean_majority
10,0.32,0.38,0.38,0.08,0.38,0.51,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'lemma')",lean_majority
8,0.32,0.35,0.35,0.19,0.31,0.45,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg')",lean_majority
3,0.32,0.35,0.35,0.22,0.25,0.48,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_subjobg',)",lean_majority
41,0.32,0.35,0.35,0.18,0.34,0.44,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg')",lean_majority
42,0.32,0.34,0.34,0.2,0.33,0.42,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu')",lean_majority
47,0.31,0.33,0.33,0.23,0.27,0.42,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",lean_majority
60,0.31,0.36,0.36,0.14,0.33,0.48,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",lean_majority
0,0.31,0.33,0.33,0.22,0.29,0.42,"{'C': 100, 'class_weight': 'balanced'}","('liwc',)",lean_majority
15,0.31,0.34,0.34,0.17,0.3,0.46,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg')",lean_majority
11,0.31,0.34,0.34,0.14,0.34,0.44,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg')",lean_majority
7,0.31,0.34,0.34,0.14,0.35,0.43,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg')",lean_majority
31,0.31,0.35,0.35,0.15,0.35,0.44,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg')",lean_majority
1,0.3,0.32,0.32,0.16,0.35,0.38,"{'C': 10, 'class_weight': 'balanced'}","('nrc',)",lean_majority
48,0.29,0.34,0.34,0.1,0.3,0.48,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",lean_majority
25,0.29,0.32,0.32,0.14,0.33,0.39,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg')",lean_majority
51,0.29,0.33,0.33,0.14,0.3,0.43,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",lean_majority
18,0.29,0.33,0.33,0.17,0.23,0.47,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu')",lean_majority
12,0.29,0.32,0.32,0.18,0.29,0.41,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg')",lean_majority
27,0.29,0.34,0.34,0.12,0.29,0.46,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'lemma')",lean_majority
6,0.29,0.33,0.33,0.16,0.27,0.45,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc')",lean_majority
23,0.28,0.3,0.3,0.17,0.24,0.42,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu')",lean_majority
9,0.28,0.32,0.32,0.14,0.29,0.42,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'adu')",lean_majority
32,0.28,0.32,0.32,0.12,0.33,0.4,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu')",lean_majority
56,0.27,0.29,0.29,0.18,0.25,0.38,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",lean_majority
26,0.27,0.29,0.29,0.13,0.3,0.37,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu')",lean_majority
4,0.27,0.33,0.33,0.12,0.2,0.5,"{'C': 0.1, 'class_weight': 'balanced'}","('adu',)",lean_majority
13,0.26,0.29,0.29,0.09,0.29,0.4,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'adu')",lean_majority
